block,flat_type,unit_no,floor,stack,status,size,cost
114B,2-Room Flexi (Short Lease/99-Year Lease),#04-44,04,44,available,47 Sqm,"$70,500 - 15 Years
$84,600 - 20 Years
$96,200 - 25 Years
$105,700 - 30 Years
$113,800 - 35 Years
$120,700 - 40 Years
$126,500 - 45 Years
$211,400 - 99 Years"
114B,2-Room Flexi (Short Lease/99-Year Lease),#05-44,05,44,booked,,
114B,2-Room Flexi (Short Lease/99-Year Lease),#06-44,06,44,booked,,
114B,2-Room Flexi (Short Lease/99-Year Lease),#02-46,02,46,available,47 Sqm,"$68,800 - 15 Years
$82,600 - 20 Years
$93,900 - 25 Years
$103,200 - 30 Years
$111,100 - 35 Years
$117,800 - 40 Years
$123,500 - 45 Years
$206,400 - 99 Years"
114B,2-Room Flexi (Short Lease/99-Year Lease),#03-46,03,46,available,47 Sqm,"$69,600 - 15 Years
$83,600 - 20 Years
$95,000 - 25 Years
$104,500 - 30 Years
$112,500 - 35 Years
$119,200 - 40 Years
$125,000 - 45 Years
$208,900 - 99 Years"
114B,2-Room Flexi (Short Lease/99-Year Lease),#04-46,04,46,available,47 Sqm,"$70,500 - 15 Years
$84,600 - 20 Years
$96,200 - 25 Years
$105,700 - 30 Years
$113,800 - 35 Years
$120,700 - 40 Years
$126,500 - 45 Years
$211,400 - 99 Years"
114B,2-Room Flexi (Short Lease/99-Year Lease),#05-46,05,46,booked,,
114B,2-Room Flexi (Short Lease/99-Year Lease),#06-46,06,46,booked,,
114B,3-Room,#02-30,02,30,available,68 Sqm,"$311,200"
114B,3-Room,#03-30,03,30,available,68 Sqm,"$314,200"
114B,3-Room,#04-30,04,30,available,68 Sqm,"$317,200"
114B,3-Room,#05-30,05,30,available,68 Sqm,"$320,200"
114B,3-Room,#06-30,06,30,available,68 Sqm,"$322,700"
114B,3-Room,#07-30,07,30,available,68 Sqm,"$331,300"
114B,3-Room,#10-30,10,30,available,68 Sqm,"$335,800"
114B,3-Room,#11-30,11,30,available,68 Sqm,"$336,800"
114B,3-Room,#12-30,12,30,available,68 Sqm,"$337,800"
114B,3-Room,#13-30,13,30,available,68 Sqm,"$338,800"
114B,3-Room,#14-30,14,30,available,68 Sqm,"$339,800"
114B,3-Room,#15-30,15,30,booked,,
114B,3-Room,#16-30,16,30,available,68 Sqm,"$340,800"
114B,3-Room,#02-32,02,32,available,68 Sqm,"$305,200"
114B,3-Room,#03-32,03,32,available,68 Sqm,"$314,200"
114B,3-Room,#04-32,04,32,available,68 Sqm,"$317,200"
114B,3-Room,#05-32,05,32,available,68 Sqm,"$320,200"
114B,3-Room,#06-32,06,32,available,68 Sqm,"$322,700"
114B,3-Room,#07-32,07,32,booked,,
114B,3-Room,#10-32,10,32,available,68 Sqm,"$335,800"
114B,3-Room,#11-32,11,32,available,68 Sqm,"$336,800"
114B,3-Room,#12-32,12,32,available,68 Sqm,"$337,800"
114B,3-Room,#13-32,13,32,available,68 Sqm,"$338,800"
114B,3-Room,#14-32,14,32,available,68 Sqm,"$339,800"
114B,3-Room,#15-32,15,32,available,68 Sqm,"$340,800"
114B,3-Room,#16-32,16,32,booked,,
114B,3-Room,#02-34,02,34,available,68 Sqm,"$314,300"
114B,3-Room,#03-34,03,34,available,68 Sqm,"$317,300"
114B,3-Room,#04-34,04,34,available,68 Sqm,"$320,300"
114B,3-Room,#05-34,05,34,available,68 Sqm,"$323,300"
114B,3-Room,#06-34,06,34,available,68 Sqm,"$325,800"
114B,3-Room,#07-34,07,34,available,68 Sqm,"$334,400"
114B,3-Room,#08-34,08,34,available,68 Sqm,"$342,900"
114B,3-Room,#09-34,09,34,available,68 Sqm,"$343,900"
114B,3-Room,#10-34,10,34,available,68 Sqm,"$344,900"
114B,3-Room,#11-34,11,34,booked,,
114B,3-Room,#12-34,12,34,booked,,
114B,3-Room,#13-34,13,34,available,68 Sqm,"$347,900"
114B,3-Room,#14-34,14,34,available,68 Sqm,"$348,900"
114B,3-Room,#15-34,15,34,booked,,
114B,3-Room,#16-34,16,34,available,68 Sqm,"$349,900"
114B,3-Room,#02-42,02,42,available,68 Sqm,"$314,300"
114B,3-Room,#03-42,03,42,available,68 Sqm,"$317,300"
114B,3-Room,#04-42,04,42,available,68 Sqm,"$320,300"
114B,3-Room,#05-42,05,42,available,68 Sqm,"$323,300"
114B,3-Room,#06-42,06,42,available,68 Sqm,"$329,300"
114B,4-Room,#06-36,06,36,available,93 Sqm,"$478,100"
114B,4-Room,#07-36,07,36,available,93 Sqm,"$490,300"
114B,4-Room,#08-36,08,36,available,93 Sqm,"$493,800"
114B,4-Room,#09-36,09,36,booked,,
114B,4-Room,#10-36,10,36,booked,,
114B,4-Room,#11-36,11,36,booked,,
114B,4-Room,#12-36,12,36,booked,,
114B,4-Room,#13-36,13,36,booked,,
114B,4-Room,#14-36,14,36,booked,,
114B,4-Room,#15-36,15,36,booked,,
114B,4-Room,#16-36,16,36,booked,,
114B,4-Room,#06-38,06,38,available,93 Sqm,"$478,100"
114B,4-Room,#07-38,07,38,available,93 Sqm,"$490,300"
114B,4-Room,#08-38,08,38,booked,,
114B,4-Room,#09-38,09,38,available,93 Sqm,"$499,600"
114B,4-Room,#10-38,10,38,available,93 Sqm,"$505,300"
114B,4-Room,#11-38,11,38,booked,,
114B,4-Room,#12-38,12,38,booked,,
114B,4-Room,#13-38,13,38,booked,,
114B,4-Room,#14-38,14,38,available,93 Sqm,"$510,900"
114B,4-Room,#15-38,15,38,booked,,
114B,4-Room,#16-38,16,38,available,93 Sqm,"$512,300"
114B,4-Room,#02-40,02,40,available,93 Sqm,"$452,400"
114B,4-Room,#03-40,03,40,available,93 Sqm,"$456,900"
114B,4-Room,#04-40,04,40,available,93 Sqm,"$461,400"
114B,4-Room,#05-40,05,40,available,93 Sqm,"$465,900"
114B,4-Room,#06-40,06,40,available,93 Sqm,"$478,100"
114B,4-Room,#07-40,07,40,available,93 Sqm,"$490,300"
114B,4-Room,#08-40,08,40,available,93 Sqm,"$493,800"
114B,4-Room,#09-40,09,40,available,93 Sqm,"$495,200"
114B,4-Room,#10-40,10,40,available,93 Sqm,"$496,600"
114B,4-Room,#11-40,11,40,available,93 Sqm,"$498,000"
114B,4-Room,#12-40,12,40,available,93 Sqm,"$499,400"
114B,4-Room,#13-40,13,40,available,93 Sqm,"$500,800"
114B,4-Room,#14-40,14,40,available,93 Sqm,"$502,200"
114B,4-Room,#15-40,15,40,available,93 Sqm,"$503,600"
114B,4-Room,#16-40,16,40,available,93 Sqm,"$503,600"
